* * * * * * * * * * * * * * * * * * * *

Below is a selection from the Seoul weather dataset from:

Cho et al., 2020
https://www.kaggle.com/datasets/smokingkrils/temperature-forecast-project-using-ml

The dataset below was modified from the Kaggle data set, by
1) retaining only the rows for weather station 1
2) removing rows with missing data
3) removing the weather station column
4) splitting the Date column into DayOfYear and Year columns.

* * * * * * * * * * * * * * * * * * * *

DayOfYear,Year,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin
127,2015,25.2,17.9,40.9303,84.2011,28.314,18.6417,6.78782,71.9198,0.07124,0.0696997,0.233625,0.282667,0,0,0.0509355,0,37.6046,126.991,212.335,2.785,5961.38,29.8,17.7
158,2015,27.8,18.2,42.623,81.0041,28.0354,20.466,6.06359,52.0603,0.270656,0.267389,0.323651,0.429783,0,0,0,0,37.6046,126.991,212.335,2.785,5953.38,27,19.2
188,2015,25.6,19.4,50.4944,79.6387,26.9781,21.0595,7.87304,58.4676,0.409171,0.388765,0.453253,0.373579,0,0,0,0,37.6046,126.991,212.335,2.785,5944.78,22.2,16.8
219,2015,21.9,16.9,57.9812,78.9849,26.9749,20.4212,8.47556,62.0815,0.489539,0.451002,0.250122,0.0581839,0,0,0,0,37.6046,126.991,212.335,2.785,5935.62,28.6,19.2
250,2015,27.8,19.2,46.9078,85.189,31.0538,22.3814,6.96101,71.7543,0.341818,0.150056,0.311949,0.0785228,0,0,0,0,37.6046,126.991,212.335,2.785,5925.88,30.7,20.6
280,2015,29.6,20.9,46.2076,85.5388,33.3605,24.5635,6.69907,73.5836,0.0566344,0.123283,0.43491,0.320541,0,0,0,0.00386155,37.6046,126.991,212.335,2.785,5915.58,33,23.5
311,2015,31.4,23.7,87.3344,96.1629,25.4695,22.9617,15.8643,119.979,0.879199,0.781332,0.851222,0.873614,1.39734,1.66421,1.45405,1.9398,37.6046,126.991,212.335,2.785,5904.71,24.6,21.2
341,2015,24.5,21.3,90.8308,99.2843,23.2412,21.0641,17.4221,60.7783,0.7434,0.420533,0.624535,0.654893,2.00365,0.591209,0.209784,1.91116,37.6046,126.991,212.335,2.785,5893.27,22,18.6
194,2015,22,18.8,57.991,98.9692,28.6736,20.763,9.37607,107.848,0.30853,0.0566751,0.00734462,0.0393656,0,0,0,0,37.6046,126.991,212.335,2.785,5881.22,28.9,19.6
195,2015,28.6,19.6,35.3942,90.717,32.4341,22.0289,7.64291,126.793,0.16338,0.249155,0.0169525,0.0681133,0,0,0,0,37.6046,126.991,212.335,2.785,5868.6,32,20.2
196,2015,31.1,20.2,44.8705,69.617,27.1553,19.4309,14.4132,130.328,0.142297,0.148995,0.0283407,0.0242096,0,0,0,0,37.6046,126.991,212.335,2.785,5855.4,25.4,17.6
197,2015,24.9,18.6,52.554,78.8468,25.3697,17.3831,8.04936,83.0917,0.117646,0.196007,0.151046,0.520985,0,0,0,0.00650293,37.6046,126.991,212.335,2.785,5841.62,25.2,15.6
198,2015,24.9,15.8,59.0036,84.6312,24.2277,20.3619,6.91267,62.023,0.194633,0.304831,0.614591,0.743847,0,0,0,0,37.6046,126.991,212.335,2.785,5827.26,25.1,19.4
199,2015,24.1,19.5,56.4643,94.2554,27.7735,20.8312,4.48506,66.9444,0.772927,0.362338,0.411098,0.498813,0.0303352,0,0,0,37.6046,126.991,212.335,2.785,5812.29,25.7,18.2
200,2015,25.5,18.2,58.1524,84.1568,29.5623,23.0097,6.9346,86.4652,0.331791,0.426075,0.166532,0.4447,0,0,0.110008,0.0499516,37.6046,126.991,212.335,2.785,5796.75,27.5,21.9
201,2015,26.8,22.6,69.2282,95.8604,28.5135,23.2494,7.37243,62.4315,0.509566,0.52015,0.195957,0.146403,0.00330251,0.00104026,0,0,37.6046,126.991,212.335,2.785,5780.61,26.7,21.4
202,2015,26.6,21.6,54.6081,91.4836,29.9098,23.8584,5.95745,78.1819,0.340621,0.184524,0.304957,0.220362,0.00023574,0.00374646,0.00525935,0,37.6046,126.991,212.335,2.785,5763.89,28.5,22.5
203,2015,28.3,22.8,61.0061,95.4707,28.1702,23.8396,6.28059,75.2517,0.363474,0.314018,0.284919,0.48144,0,0,0,0,37.6046,126.991,212.335,2.785,5746.56,27.7,22.5
204,2015,27.1,22.6,88.6492,99.33,24.6339,23.1426,8.35179,33.9391,0.84754,0.797328,0.645028,0.617486,1.42082,0.770859,0.0325018,0.200748,37.6046,126.991,212.335,2.785,5728.65,22.9,19.8
205,2015,22.8,20,93.9135,99.4476,24.7511,22.8917,10.9413,23.363,0.823279,0.618208,0.681549,0.619942,0.357392,1.06337,0.369393,0.0836202,37.6046,126.991,212.335,2.785,5710.66,23.4,21.8
206,2015,23.3,21.9,77.2318,99.2919,26.8119,22.5223,7.56187,50.2475,0.873008,0.767722,0.297103,0.0343401,0.685919,2.22556,0,0,37.6046,126.991,212.335,2.785,5691.5,27.5,21.2
207,2015,27,21.3,61.8444,97.2255,25.533,21.5844,7.60795,79.3728,0.455214,0.564728,0.208245,0.0047239,0.00582506,0.50482,0.00892282,0,37.6046,126.991,212.335,2.785,5671.78,26.1,21.6
208,2015,26,21.7,60.3023,94.1622,28.9958,22.6093,6.60183,98.0322,0.116191,0.0324159,0.308985,0.352166,0,0,0,0.00190555,37.6046,126.991,212.335,2.785,5651.47,28.9,21.8
209,2015,28.2,21.8,85.2204,99.9006,26.4537,24.1826,8.88168,31.1427,0.462651,0.798852,0.613644,0.422364,6.79E-05,0.755917,0.174299,0.126425,37.6046,126.991,212.335,2.785,5630.51,26,22.6
210,2015,25.9,22.7,76.7583,98.5411,28.911,24.5591,9.46649,63.9562,0.226967,0.570238,0.210247,0.136753,0.000237502,0.131607,0,0,37.6046,126.991,212.335,2.785,5608.97,30.5,23.2
211,2015,29.8,23.3,67.3176,98.3675,28.3964,23.9516,9.2941,55.5086,0.33535,0.363564,0.216373,0.0946722,0.0103846,0.004849,0.00919414,0,37.6046,126.991,212.335,2.785,5586.85,30,23.6
212,2015,30,23.6,76.8205,94.8956,27.6417,24.358,10.0616,58.2335,0.754718,0.859538,0.401603,0.255778,0.0128143,0.0222478,0.00656267,0,37.6046,126.991,212.335,2.785,5564.09,29.1,23.2
8,2015,28.4,23.3,73.6668,97.8332,27.7096,23.8506,12.4198,81.118,0.531972,0.541399,0.149707,0.282222,0.0136717,0.646156,0.000679731,0,37.6046,126.991,212.335,2.785,5540.74,26.6,21.4
39,2015,26.4,21.9,74.7475,95.5113,28.5948,24.2285,12.016,69.645,0.464132,0.730229,0.621906,0.186222,0,0.00259286,0,0,37.6046,126.991,212.335,2.785,5516.81,27.7,22.8
67,2015,27.7,23,62.7497,93.2196,29.481,23.4275,14.2208,98.0941,0.218038,0.390288,0.220702,0.284435,0,0,0,0,37.6046,126.991,212.335,2.785,5492.26,28.4,22.6
98,2015,27.6,22.7,84.8689,97.8956,27.0441,23.9458,10.3966,46.5263,0.659776,0.829897,0.603168,0.186918,0.0434184,1.89375,0.00425599,0,37.6046,126.991,212.335,2.785,5467.11,30.3,23.1
128,2015,29.2,23.3,54.0852,93.6692,31.4657,23.91,5.95609,111.656,0.125008,0.145894,0.0253698,0.0541392,0,0,0,0,37.6046,126.991,212.335,2.785,5441.39,32.2,23.1
159,2015,31.5,23.1,50.7404,87.999,33.0589,25.1031,6.08172,119.565,0.0317817,4.64E-05,0.143895,0.185216,0,0,0.0524734,0.100262,37.6046,126.991,212.335,2.785,5415.06,33.1,22.1
189,2015,31.4,23.1,76.8074,96.6528,27.555,23.0072,7.61292,50.4609,0.490416,0.652233,0.756118,0.384574,2.7492,2.00959,0.0306723,0,37.6046,126.991,212.335,2.785,5388.14,30.5,21.5
220,2015,29.3,22,62.0337,96.4343,28.1211,21.9684,6.77997,79.9624,0.285357,0.309293,0.239057,0.1935,0,0.0012331,0,0,37.6046,126.991,212.335,2.785,5360.64,28.2,21.3
251,2015,27.3,21.5,58.3774,94.0618,28.8678,22.6757,7.39098,72.9072,0.285043,0.51647,0.136137,0.167943,0,0,0,0,37.6046,126.991,212.335,2.785,5332.53,29.2,21.5
281,2015,28.8,21.7,44.1378,96.7454,29.7829,22.2802,6.12541,88.2947,0.101205,0.232417,0.267259,0.0834345,0,0,0,0,37.6046,126.991,212.335,2.785,5304.41,28.6,21.5
312,2015,27.7,21.9,41.1175,84.8224,30.457,21.2094,6.31766,103.991,0.0243855,0.079709,6.16E-05,1.35E-06,0,0,0,0,37.6046,126.991,212.335,2.785,5275.07,30.4,20.1
342,2015,29.3,20.2,52.3091,93.5633,28.8314,22.7036,7.43942,89.2181,0.0255171,0.0856086,0.0115998,0.0394738,0,0,0.0233046,0,37.6046,126.991,212.335,2.785,5245.2,28.2,21.5
225,2015,27.4,21.8,47.544,94.6067,29.2682,21.4258,6.88673,94.2571,0.0770007,0.0688148,0.0261628,0.0367806,0,0,0.0096472,0,37.6046,126.991,212.335,2.785,5214.74,30.2,20.5
226,2015,29.3,20.6,54.6404,90.485,29.7318,22.5483,6.56602,89.4544,0.0802824,0.0917836,0.224208,0.12162,0,0.028889,0,0,37.6046,126.991,212.335,2.785,5183.7,28.8,21.3
227,2015,28.6,21.5,69.8761,83.3748,25.3087,22.2257,4.47006,38.8424,0.390186,0.623916,0.527507,0.499087,0,1.34496,0.0270705,0,37.6046,126.991,212.335,2.785,5152.12,28.4,18.5
228,2015,26.8,19,36.7645,89.0688,30.4741,20.2795,5.9462,103.67,0.0395743,0.00574624,0.110396,0.129872,0,0,0.229352,0,37.6046,126.991,212.335,2.785,5119.92,30.1,18.5
229,2015,29.6,18.8,39.5596,79.8153,30.5298,21.9623,6.72038,108.73,0.261978,0.256673,0.0833898,0.130836,0,0,0,0,37.6046,126.991,212.335,2.785,5087.2,30.2,21.7
230,2015,29.1,21.8,62.9753,87.9779,27.0568,22.5717,5.25783,63.6024,0.188314,0.236872,0.568629,0.62655,0,0,0,0,37.6046,126.991,212.335,2.785,5053.92,26.9,21.9
231,2015,26.5,22,64.4354,90.2135,26.358,22.9297,6.98307,58.4455,0.466562,0.411627,0.371864,0.58892,0,0,0,0,37.6046,126.991,212.335,2.785,5020.1,25.4,21.5
232,2015,25.2,21.6,71.2959,94.8824,25.0305,20.9975,6.29756,68.8063,0.752995,0.540102,0.344272,0.0683683,3.32609,0.0130419,0.0575526,0,37.6046,126.991,212.335,2.785,4985.76,26.1,20.4
233,2015,25.7,20.6,41.529,99.252,28.1525,22.0378,7.12312,82.1857,0.246686,0.268458,0.128197,0.134326,0,1.78314,0,0,37.6046,126.991,212.335,2.785,4950.87,27.5,20.7
234,2015,26.3,20.8,43.8614,87.3558,29.4741,20.4123,5.30725,90.6788,0.215328,0.025959,0.0701213,0.150897,0,0,0.131279,0,37.6046,126.991,212.335,2.785,4915.48,28.3,19.1
235,2015,27.2,19.4,44.9076,81.2862,28.9259,21.4185,9.61266,93.1065,0.0635582,0.163687,0.341843,0.5148,0,0,0,0,37.6046,126.991,212.335,2.785,4879.56,27.5,21.7
236,2015,26.6,21.9,64.4915,92.8416,23.0095,18.3611,13.7025,81.1787,0.479001,0.665453,0.72609,0.740355,0,0.0247142,0.404767,1.04531,37.6046,126.991,212.335,2.785,4843.14,22.3,17.4
237,2015,22.2,17.5,64.9778,88.8736,21.7395,17.5465,6.79326,60.3276,0.359774,0.417046,0.377343,0.295019,0,0,0.00479383,0.0342647,37.6046,126.991,212.335,2.785,4806.72,22.3,17.6
238,2015,21.4,17.6,41.4982,97.9269,26.8033,20.1392,9.13094,79.9889,0.279033,0.129543,0.00264862,0.000304058,0.000248812,0,0,0,37.6046,126.991,212.335,2.785,4769.28,26.5,18.3
239,2015,26.3,18.4,43.283,82.3824,27.0138,18.9371,6.57781,76.2179,0.0522241,0.27068,0.0226287,0.000492175,0,0,0,0,37.6046,126.991,212.335,2.785,4731.35,25.8,17.5
240,2015,24.3,18.4,46.5613,94.1963,27.262,19.134,6.75083,68.6042,0.0135788,0.12808,0.0334584,0.00488673,0,0,0,0,37.6046,126.991,212.335,2.785,4692.95,26.8,17.7
241,2015,25.4,17.8,40.9078,89.6404,28.0374,19.4094,6.77064,80.842,0.0388919,0.0044181,0.0150198,0.0258568,0,0,0,0,37.6046,126.991,212.335,2.785,4654.09,28.3,19
242,2015,27.5,19.5,36.7318,89.4048,28.9584,20.0029,6.3283,107.322,0.0227607,0,0.074437,0.172632,1.51567,0,0,0.000101787,37.6046,126.991,212.335,2.785,4614.76,28.3,19.5
182,2016,23.8,20.5,81.3659,97.7768,25.1634,21.4912,10.0922,49.5735,0.538258,0.855428,0.760496,0.877225,0.00293866,1.40221,0.2245,7.32859,37.6046,126.991,212.335,2.785,5987.72,24.2,20.1
7,2016,23.8,20.9,65.8634,99.9492,25.8513,19.7141,10.2311,78.2132,0.692017,0.31509,0.115504,0.30973,0.40518,0.0475562,0,0,37.6046,126.991,212.335,2.785,5981.98,25.4,19.4
38,2016,24.5,19.5,72.1172,95.4896,23.288,20.0632,4.60148,40.5309,0.298857,0.353652,0.507902,0.301985,0,0,0.0534696,0,37.6046,126.991,212.335,2.785,5975.68,24.3,18.8
67,2016,23.3,18.8,68.778,97.0864,23.6954,19.0093,11.4662,91.4224,0.205139,0.371037,0.812366,0.922267,0,0,6.01113,5.90263,37.6046,126.991,212.335,2.785,5968.81,22,18.5
98,2016,21.6,19.1,94.8031,99.619,24.5117,19.0562,14.3664,25.5955,0.890799,0.9601,0.886497,0.74819,2.47543,3.18037,1.24837,4.99453,37.6046,126.991,212.335,2.785,5961.38,23.2,18.6
128,2016,23.1,18.6,75.0897,99.138,23.7375,19.2833,7.56093,60.7776,0.755727,0.579551,0.342324,0.371528,1.0163,0.0500339,0.0174046,0,37.6046,126.991,212.335,2.785,5953.38,24.7,18
159,2016,24.4,18.2,67.4364,96.6723,24.6921,19.7917,4.91868,52.6317,0.490847,0.666671,0.480121,0.33916,0,0,0,0,37.6046,126.991,212.335,2.785,5944.78,26.5,17.6
189,2016,25.5,17.9,53.0282,88.7466,29.7756,21.2312,5.46977,105.397,0.0233677,0.00800289,0.102364,0.000451911,0,0,0,0,37.6046,126.991,212.335,2.785,5935.62,30.1,19.9
220,2016,29.9,20.5,50.3954,88.2758,30.4326,22.2016,6.55813,109.698,0.00542962,0.00187675,0.026222,0.279165,0,0,0,0,37.6046,126.991,212.335,2.785,5925.88,30.6,22.4
251,2016,30.1,22.7,46.1244,92.9479,30.7371,22.0343,5.92707,102.664,0.235071,0.156788,0.211381,0.307897,0,0,0,0,37.6046,126.991,212.335,2.785,5915.58,31.1,21.1
281,2016,29.6,21.4,50.1469,88.8567,30.4393,23.491,6.85522,86.6175,0.272809,0.126926,0.54112,0.633448,0,0,0,0.176792,37.6046,126.991,212.335,2.785,5904.71,31.1,22.6
312,2016,30.4,23.2,79.1455,94.6691,25.6521,21.7266,5.49883,65.3445,0.822736,0.470222,0.747447,0.533063,0.62605,0,0.0523127,0.389447,37.6046,126.991,212.335,2.785,5893.27,28.2,20.5
342,2016,28,20.8,63.513,97.1906,27.1853,21.852,8.24254,64.8465,0.506009,0.254719,0.469511,0.555782,0.00556456,0,0,0,37.6046,126.991,212.335,2.785,5881.22,27,20.2
195,2016,26.5,20.6,51.3447,97.0022,28.9312,21.4451,8.49452,97.0973,0.206788,0.139106,0.119616,0.127886,0.00239831,0,0,0,37.6046,126.991,212.335,2.785,5868.6,28.9,20.8
196,2016,28.6,21.1,59.5511,76.0924,25.9503,21.9268,7.31269,72.7968,0.426275,0.530998,0.584913,0.649535,0,0,0,0.0497805,37.6046,126.991,212.335,2.785,5855.4,25.9,20.7
197,2016,25.5,21.5,87.101,97.6604,21.6984,18.2687,13.9536,85.4184,0.696931,0.783962,0.640537,0.398898,0.461906,4.69042,1.21783,0.417378,37.6046,126.991,212.335,2.785,5841.62,20.7,17.8
198,2016,20.7,17.8,83.4883,99.7199,22.351,19.8585,10.1318,36.2289,0.499747,0.342625,0.307581,0.324832,0.732259,0.377714,0.068617,0.103723,37.6046,126.991,212.335,2.785,5827.26,20.7,18.5
199,2016,20.6,18.5,66.7491,96.2456,25.9984,19.1954,5.71333,75.5752,0.248173,0.214863,0.135144,0.000825513,0,0.000902014,0.0280091,0,37.6046,126.991,212.335,2.785,5812.29,25.7,18.2
200,2016,24.7,18.3,45.5331,87.5207,30.444,20.4892,5.88677,111.565,0.0064227,0.0014334,0.0379979,0.146395,0,0,0,0.00338167,37.6046,126.991,212.335,2.785,5796.75,29.4,19.6
201,2016,28.5,19.9,48.8692,81.5947,30.7956,23.0648,8.34951,119.923,0.0448085,0.148916,0.293313,0.272595,0,0,0,0,37.6046,126.991,212.335,2.785,5780.61,30.5,21.6
202,2016,30,21.7,52.4618,79.4731,30.653,23.4198,8.41243,114.176,0.487519,0.352634,0.195819,0.0904213,0.01246,0,0,0,37.6046,126.991,212.335,2.785,5763.89,29.2,21.9
203,2016,28.6,22,56.1157,80.7454,30.4174,23.5518,8.49476,94.3792,0.222044,0.48965,0.254931,0.298078,0,0,0.0365442,0,37.6046,126.991,212.335,2.785,5746.56,30.4,22.5
204,2016,30.1,22.6,67.5527,86.6016,28.0378,23.3851,9.0335,87.3136,0.422547,0.761692,0.621088,0.568881,0.00203608,0.400114,0.456845,0,37.6046,126.991,212.335,2.785,5728.65,29,24
205,2016,28.9,24.1,87.5023,99.8922,25.8034,23.8243,10.2827,36.5685,0.833387,0.870944,0.783226,0.523774,0.568492,6.12509,0.845395,0.431538,37.6046,126.991,212.335,2.785,5710.66,26.7,23.5
206,2016,26.2,23.8,74.8295,97.877,27.6622,24.8137,6.74726,56.9611,0.642674,0.512822,0.473656,0.213263,2.85818,0.0338507,0.00955503,0,37.6046,126.991,212.335,2.785,5691.5,29.3,23.8
207,2016,28.3,23.9,59.8782,93.048,29.8686,25.0032,10.3548,97.0286,0.258008,0.121541,0.300114,0.11678,0.00262024,0,0,0,37.6046,126.991,212.335,2.785,5671.78,29.3,23
208,2016,28.5,23,78.9041,99.9927,26.3875,24.402,11.1539,30.5289,0.467956,0.848565,0.848384,0.490855,0.000186609,1.03375,1.12664,0.532018,37.6046,126.991,212.335,2.785,5651.47,26.5,23.9
209,2016,26,24,66.5778,99.4021,27.9639,22.8134,8.64045,95.1487,0.637006,0.507446,0.0485943,0.0321426,3.02962,0.0495577,0,0,37.6046,126.991,212.335,2.785,5630.51,28,23.1
210,2016,27.4,23.5,75.2052,97.3656,29.3607,22.8903,10.0229,79.1924,0.790168,0.6457,0.47524,0.511605,1.32209,7.17041,0.00524238,0.424491,37.6046,126.991,212.335,2.785,5608.97,25.7,21.3
211,2016,25.4,21.3,73.5055,98.984,28.4919,24.039,8.17335,68.0959,0.691361,0.738536,0.27746,0.295271,2.44269,4.63331,0,0,37.6046,126.991,212.335,2.785,5586.85,30.2,24.2
212,2016,29.7,24.2,76.3886,95.3987,29.2918,24.5748,7.52293,89.8934,0.656554,0.445597,0.184008,0.107225,3.84079,0.970618,0.684703,0,37.6046,126.991,212.335,2.785,5564.09,30.3,23.8
8,2016,29.6,23.3,79.995,96.5037,25.2947,22.9881,5.54236,44.6599,0.731758,0.787562,0.694426,0.768189,5.15608,1.00196,0,0.00540243,37.6046,126.991,212.335,2.785,5516.81,28.9,22.2
39,2016,28.2,22.4,56.8605,94.7945,31.1808,22.8759,6.06759,98.0036,0.330099,0.0658217,0.251659,0.222467,0.115357,0,0.0542229,0.0346067,37.6046,126.991,212.335,2.785,5492.26,30.6,22
68,2016,29.9,22.2,51.9562,87.9758,32.8393,24.9716,5.53708,114.608,0.361687,0.0396335,0.0689567,0.0610218,0.000290141,0,0,0,37.6046,126.991,212.335,2.785,5467.11,32.5,23.6
99,2016,31.9,24,54.9486,84.3779,32.8496,25.3339,6.54776,113.736,0.311652,0.138757,0.119103,0.0131361,0.0973041,0.0123636,0.0015268,0,37.6046,126.991,212.335,2.785,5441.39,32.9,23.9
129,2016,32.4,24.2,56.9972,90.3082,32.328,24.8016,6.88977,111.334,0.0326625,0.00154617,0.103598,0.0516305,0,0.00558143,0.00586278,0,37.6046,126.991,212.335,2.785,5415.06,32.2,24.3
160,2016,31.6,24.5,60.3173,94.7945,31.4452,26.218,7.03003,100.072,0.323138,0.192253,0.24812,0.0844431,0.663169,0,0,0,37.6046,126.991,212.335,2.785,5388.14,32.2,24
190,2016,32,24.1,49.4054,85.6498,33.1323,25.1003,6.38701,103.823,0.0824752,0.0109012,0.163402,0.402816,0,0,0,0,37.6046,126.991,212.335,2.785,5360.64,31.6,23.9
221,2016,31.4,24.1,56.5739,82.7189,31.3725,24.9615,7.73622,101.228,0.336943,0.159153,0.220736,0.0486946,0,0,0,0,37.6046,126.991,212.335,2.785,5332.53,30.3,23.8
252,2016,30.1,23.8,62.8539,90.5239,31.6532,25.3464,6.93937,86.1532,0.141341,0.076481,0.0694319,0.0370061,0,0,0.0440652,0,37.6046,126.991,212.335,2.785,5304.41,32.7,23.4
282,2016,32.1,23.7,51.7619,90.1109,33.3558,26.1294,6.92757,92.197,0.0892071,0.157219,0.042717,0.000203127,0,0.00465674,0,0,37.6046,126.991,212.335,2.785,5275.07,33.3,24.6
313,2016,32.9,25,46.6151,90.3759,33.1696,26.0045,7.15731,91.1546,0.156578,0.0514194,0.00183956,0.000380164,0,0,0,0,37.6046,126.991,212.335,2.785,5245.2,33,24.6
343,2016,32.3,24.8,50.7472,89.0023,33.2469,26.0925,7.63127,89.0253,0.045398,0.00456206,0.0111058,0.0136352,0,0,0,0,37.6046,126.991,212.335,2.785,5214.74,32.5,24
226,2016,31.6,24,86.5641,97.2973,26.9894,25.3658,4.96784,29.4714,0.30678,0.645461,0.887248,0.323528,0,0.0104215,4.12332,0,37.6046,126.991,212.335,2.785,5183.7,28.2,23.8
227,2016,27.5,24.7,59.8526,95.9491,31.2882,24.0561,5.83094,92.3817,0.037045,0.148402,0.176586,0.517607,0,0,0.0445693,0,37.6046,126.991,212.335,2.785,5152.12,31,23.6
228,2016,30.1,23.8,54.4748,93.4135,30.4801,24.0618,8.05951,77.8147,0.378095,0.182489,0.0764999,0.0322691,0.00952072,0.000290141,0.00177711,0,37.6046,126.991,212.335,2.785,5119.92,31.5,22.7
229,2016,30.4,23.5,45.5131,88.3873,31.0145,23.5073,6.45683,120.892,0.00682826,0.0108577,6.58E-05,0.0968333,0,0,0,0,37.6046,126.991,212.335,2.785,5087.2,31.5,22.9
230,2016,30.6,23,49.4521,92.4612,31.3992,23.5036,6.55007,111.208,0.0460521,0.116424,0.12902,0.328985,0,0,0,0.00290141,37.6046,126.991,212.335,2.785,5053.92,30.9,23.6
231,2016,29.6,23.9,66.2052,87.376,29.6837,24.8786,6.64795,85.8652,0.209551,0.321128,0.535216,0.634477,0,0,0,0,37.6046,126.991,212.335,2.785,5020.1,30.1,21.9
232,2016,29.5,24.1,65.1744,91.4808,29.1807,24.8874,7.41528,90.5926,0.570562,0.396271,0.398659,0.497754,0.0127278,0,0,0,37.6046,126.991,212.335,2.785,4985.76,31.3,24.3
234,2016,31.6,24,51.3719,83.726,31.6435,24.211,6.66419,108.434,0.00106333,0.0328937,0.114444,0.0479009,0,0,0,0,37.6046,126.991,212.335,2.785,4915.48,32.2,23.1
235,2016,31.8,23.2,46.9233,80.6965,30.971,22.9866,7.86966,138.417,0.0236858,0.00144576,0.0781397,0.300256,0,0,0,0,37.6046,126.991,212.335,2.785,4879.56,30.5,23.2
236,2016,29.3,23.3,62.3296,87.0981,28.5053,23.8818,6.46825,95.4767,0.388667,0.388748,0.22521,0.0518758,0,0,0,0,37.6046,126.991,212.335,2.785,4843.14,29.3,23.9
237,2016,28.7,24.1,54.3124,91.8998,29.0787,23.3798,7.33771,99.0891,0.0781699,0.065954,0.189637,0.715437,0,0,0,0.00535358,37.6046,126.991,212.335,2.785,4806.72,29.4,21.3
238,2016,28.9,22.1,54.5642,94.552,23.8156,19.7908,11.6925,109.698,0.804862,0.605869,0.278653,0.0858769,0.671014,0.0183641,0,0,37.6046,126.991,212.335,2.785,4769.28,24.5,17.5
239,2016,24.1,17.5,38.718,76.0035,26.501,15.8283,11.8061,141.536,0,0,0.0491044,0.411678,0,0,0,0,37.6046,126.991,212.335,2.785,4731.35,25.4,15.9
240,2016,24.9,16.2,64.0649,91.6509,22.8371,16.6736,11.0833,112.499,0.680147,0.410277,0.403557,0.641248,0.196569,0,0.802212,0.337035,37.6046,126.991,212.335,2.785,4692.95,20.8,15.5
241,2016,20.1,15.6,50.1969,83.4864,24.0944,15.992,11.1219,107.393,0.272154,0.0394225,0.205633,0.157259,0,0,0,0,37.6046,126.991,212.335,2.785,4654.09,23.7,16.4
242,2016,23.4,16.6,70.0459,97.5254,19.3883,14.7714,14.9699,65.4289,0.206504,0.238287,0.796015,0.870636,0,0,0.2924,0.25517,37.6046,126.991,212.335,2.785,4614.76,23.3,14.9
243,2016,21.8,15.2,95.8033,98.8091,17.625,14.72,17.7702,55.4423,0.757824,0.94198,0.980176,0.87336,0.558132,2.14612,4.88574,1.87793,37.6046,126.991,212.335,2.785,4575.03,17.4,14.4
181,2017,27.9,19.9,58.9641,97.8214,26.7984,20.8287,6.39783,75.3667,0.19758,0.30651,0.423613,0.842868,0,0,0,0.0258896,37.6046,126.991,212.335,2.785,5992.9,29.2,19.6
7,2017,29.2,19.8,91.3009,99.9924,24.3613,22.5987,9.32227,12.3226,0.937196,0.86749,0.898534,0.896398,3.31704,0.379959,0.527748,1.88509,37.6046,126.991,212.335,2.785,5987.72,24.1,20.4
38,2017,23.8,20.6,93.0918,100,23.8779,21.9943,10.6454,12.928,0.932563,0.83216,0.715486,0.763774,10.9194,9.31374,0.00596628,0.0788684,37.6046,126.991,212.335,2.785,5981.98,25.5,20.5
66,2017,25,20.5,59.2595,96.6002,29.2454,21.7214,7.26467,121.173,0.805899,0.143505,0.180662,0.167792,3.4749,0,0,0,37.6046,126.991,212.335,2.785,5975.68,29.9,20.6
97,2017,28.6,21.8,51.2116,88.4554,29.6111,22.4301,6.39356,118.625,0.0893112,0.131613,0.122671,0.0143129,0,0,0,0,37.6046,126.991,212.335,2.785,5968.81,30,20.5
127,2017,29.2,20.7,57.5791,88.7346,31.5104,22.6367,7.36413,112.57,0.00495608,0.00269675,0.148288,0.399157,0,0,0.00623804,0.000979227,37.6046,126.991,212.335,2.785,5961.38,31.2,21.5
158,2017,30.5,21.7,84.2797,93.265,26.2289,22.7327,8.00774,39.9162,0.228656,0.588747,0.905413,0.661356,0,0,0.0345652,0,37.6046,126.991,212.335,2.785,5953.38,25.2,22.1
188,2017,24.9,22.3,92.0369,98.7921,25.4608,23.7432,10.1052,23.2489,0.788079,0.953692,0.707167,0.652165,0.0207273,2.86308,0.0169649,0.000532321,37.6046,126.991,212.335,2.785,5944.78,25.2,22.6
219,2017,25,22.6,80.1325,95.0613,28.3834,23.7298,5.15452,44.4539,0.317809,0.380807,0.454398,0.662727,0,0,0,0.0404369,37.6046,126.991,212.335,2.785,5935.62,27.6,21.7
250,2017,27.2,22.8,86.8937,99.6198,25.9731,22.4432,12.6027,39.0585,0.817876,0.818045,0.915144,0.791414,1.91455,0.122284,0.081046,1.15016,37.6046,126.991,212.335,2.785,5925.88,23.5,20.7
280,2017,23.5,21.6,70.7824,98.6933,27.4207,21.1474,7.00031,72.8518,0.314137,0.285363,0.162448,0.111437,0,0,0,0,37.6046,126.991,212.335,2.785,5915.58,29.1,20.3
